   % 1. Title: Iris Plants Database
   % 
   % 2. Sources:
   %      (a) Creator: R.A. Fisher
   %      (b) Donor: Michael Marshall (MARSHALL%PLU@io.arc.nasa.gov)
   %      (c) Date: July, 1988
   % print(outfile, "$(M.UFindex),")
   % print(outfile, "$(M.groupName),")
   % print(outfile, "$(M.name),")

   % print(outfile, "$(M.numberOfRows),")
   % print(outfile, "$(M.numberOfColumns),")

   % print(outfile, "$(M.isSymmectric),")
   % print(outfile, "$(M.isSquare),")
   % print(outfile, "$(M.numberOfConnectedComponent),")
   % print(outfile, "$(M.numberOfConnectedComponent2),")
   % print(outfile, "$(M.numberOfBlockFromDmPerm),")
   % print(outfile, "$(M.avgNNZPerRow),")
   % print(outfile, "$(M.stdNNZPerRow),")
   % print(outfile, "$(M.varNNZPerRow),")

   % print(outfile, "$(M.maxEig),")
   % print(outfile, "$(M.isDiagonallyDominant),")
   % print(outfile, "$(M.isBlockDiagonal),")
   % print(outfile, "$(M.isDiagonal),")

   % print(outfile, "$(M.mm.representation),")
   % print(outfile, "$(M.mm.field),")
   % print(outfile, "$(M.mm.symmetric),")
   % print(outfile, "$(M.mm.domain)")

 
 @RELATION matrixdomains



   @ATTRIBUTE UFindex   NUMERIC
   @ATTRIBUTE groupName   string
   @ATTRIBUTE name   string

   @ATTRIBUTE numberOfRows   NUMERIC 
   @ATTRIBUTE numberOfColumns   NUMERIC 

   @ATTRIBUTE isSymmectric   {true, false}   
   @ATTRIBUTE numberOfConnectedComponent   NUMERIC 
   @ATTRIBUTE numberOfBlockFromDmPerm   NUMERIC
   @ATTRIBUTE normalizedAvgNNZPerRow   NUMERIC
   @ATTRIBUTE avgNNZPerRow   NUMERIC
   @ATTRIBUTE stdNNZPerRow   NUMERIC 
   @ATTRIBUTE varNNZPerRow   NUMERIC

   @ATTRIBUTE maxEig   NUMERIC
   @ATTRIBUTE isMaxEigNegative    {true, false} 

   @ATTRIBUTE isDiagonallyDominant   {true, false} 
   @ATTRIBUTE isBlockDiagonal   {true, false}   
   @ATTRIBUTE isDiagonal   {true, false}  
   %@ATTRIBUTE representation   {"coordinate"}   
   @ATTRIBUTE field   {"real","pattern"}   
   @ATTRIBUTE symmetric   {"symmetric", "general", "skew-symmetric"}
  
   @ATTRIBUTE isPowerNetworkProblem   {0,1}     
   @ATTRIBUTE isStructuralProblem    {0,1} 
   @ATTRIBUTE isCFDP    {0,1} 
   @ATTRIBUTE isSOP    {0,1} 
   @ATTRIBUTE "is2d3dP"    {0,1} 
   @ATTRIBUTE "isSubsequent2d3dP"    {0,1} 
   @ATTRIBUTE isDirectedWeightedGraph    {0,1} 
   @ATTRIBUTE isChemicalProcessSimulationProblem    {0,1} 
   @ATTRIBUTE isThermalProblem    {0,1} 
   @ATTRIBUTE isEconomicProblem    {0,1} 
        
   %@ATTRIBUTE domain {"subsequent circuit simulation problem","circuit simulation problem","thermal problem","structural problem","optimization problem","computational fluid dynamics problem","undirected graph","2D/3D problem","electromagnetics problem","model reduction problem","directed graph","subsequent computational fluid dynamics problem","undirected random graph","eigenvalue/model reduction problem","chemical process simulation problem","directed weighted graph","power network problem","materials problem","subsequent theoretical/quantum chemistry problem","economic problem"}
   @ATTRIBUTE domain {"subsequent circuit simulation problem","structural problem","optimization problem","computational fluid dynamics problem","undirected graph","2D/3D problem","directed graph","chemical process simulation problem","power network problem","economic problem"}

@data
136,"HB","dwt_87",87,87,true,1,1,0.07147575637468621,6.218390804597701,2.329913100267515,5.428495054798184,8.713551875030628,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
226,"HB","orsirr_2",886,886,false,1,1,0.00760513429367793,6.738148984198646,1.392981018496528,1.940396117891624,430234.3533510768,true,true,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
46,"HB","bcsstk24",3562,3562,true,1,1,0.012603402122535554,44.893318360471646,11.487994306756729,131.974013192075,4.876675721068413e13,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
316,"Bai","odepa400",400,400,false,1,1,0.00750625,3.0025,0.11191542635687718,0.0125250626566416,3.9999387618838234,true,false,false,false,"real","general",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
346,"Boeing","bcsstm36",23052,23052,true,10881,3,0.0006033293098081007,13.907947249696338,14.035102692545335,196.9841075902933,1.0855935221720943,false,false,true,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
376,"Brethour","coater2",9540,9540,false,382,207,0.0022778195306971862,21.730398322851155,13.088378389286262,171.30564886113567,1215.7573225910514,false,false,true,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
406,"FIDAP","ex1",216,216,false,1,1,0.09252829218106996,19.98611111111111,8.768590439436299,76.88817829457365,0.13018799309680232,false,false,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
436,"FIDAP","ex5",27,27,true,1,1,0.3827160493827161,10.333333333333334,3.2581259360842107,10.615384615384613,6.134281060595436e6,false,false,false,false,"real","symmetric",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
556,"Hollinger","g7jac100",29610,29610,false,737,1437,0.0003832006789604496,11.346572104018913,20.959613456196916,439.3053962331908,3.704281798410401e7,true,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
586,"Hollinger","mark3jac080",36609,36609,false,1281,1281,0.00016015518289060724,5.863121090442241,3.846873374893164,14.798434762461921,7470.376449170928,true,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
736,"Mallya","lhr04",4101,4101,false,31,443,0.0048195999084563205,19.76517922457937,25.152010381722192,632.6236262422609,3.223245948167138,false,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
856,"Chen","pkustk10",80676,80676,true,1,1,0.0006620429525794852,53.41097724230254,6.569291830012394,43.15559514786758,60.494992777929035,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
1006,"Sandia","adder_dcop_23",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1799427913142841,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1036,"Sandia","adder_dcop_53",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1742969850920588,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1066,"Sandia","fpga_dcop_12",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336206,16.115289339555417,8.374126927506262,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1096,"Sandia","fpga_dcop_42",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336206,16.115289339555417,2.8716515227707844,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1126,"Sandia","oscil_dcop_15",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.0010042911153436e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1156,"Sandia","oscil_dcop_45",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.001004291115343e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1246,"GHS_indef","stokes128",49666,49666,true,1,1,0.00022645290595135962,11.247010026980227,2.386620315115338,5.695956528521235,1.5615108482743547e-33,false,false,false,false,"real","symmetric",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
1276,"GHS_psdef","s3dkt3m2",90449,90449,true,1,1,0.0004505822352980241,40.75471260047098,3.190901273818806,10.18185093925848,11908.681159121077,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
1306,"GHS_indef","ncvxqp5",62500,62500,true,1,1,0.000108791296,6.799456,2.863135565213116,8.19754526478823,852497.7151619659,true,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1336,"VanVelzen","std1_Jac3",21982,21982,false,1,11091,0.0030118976178895463,66.207533436448,169.30821482956486,28665.271608774085,31228.454636871073,true,false,false,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
1426,"GHS_indef","cvxqp3",17500,17500,true,1,1,0.00037538612244897957,6.5692571428571425,3.995047081746828,15.960401185373845,190777.21869209158,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1456,"Pajek","California",9664,9664,false,9450,541,0.0001729253582627955,1.6711506622516556,3.695696426865203,13.65817207954423,7.405124837953334,false,false,true,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,"directed graph"
1486,"Pajek","GD95_b",73,73,false,71,27,0.018014636892475136,1.3150684931506849,3.316108463616013,10.996575342465754,1.0000000000000002,false,false,true,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,"directed graph"
1546,"Schenk_IBMNA","c-27",4563,4563,true,1,1,0.0014853775537536221,6.777777777777778,10.423419263895948,108.64766915095714,38373.900984088534,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1576,"Schenk_IBMNA","c-60",43640,43640,true,5,5,0.00015677495482159255,6.841659028414298,14.27550835264769,203.79013872651393,85044.63208168434,false,false,true,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1606,"Cylshell","s2rmq4m1",5489,5489,true,1,1,0.00874074620364796,47.97795591182365,7.6936175872576165,59.1917515789597,95099.86839238355,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
1636,"Bai","rdb800l",800,800,false,1,1,0.0072499999999999995,5.8,0.42452948260633483,0.18022528160200235,31.05090210927901,true,false,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
1906,"TKK","s4dkt3m2",90449,90449,true,1,1,0.00045880101325501926,41.49809284790324,2.6822148500064236,7.194276501594981,42.983988814950195,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
2236,"TSOPF","TSOPF_RS_b2383_c1",38120,38120,false,378,378,0.011128474420535361,424.21744491080796,484.2438505950136,234492.10683908584,16642.391362305716,true,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,"power network problem"
2296,"SNAP","ca-CondMat",23133,23133,true,567,6174,0.00034932448693400454,8.080923356244327,10.63622897187017,113.12936674205037,38.024966995889805,false,false,true,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"undirected graph"
2416,"AG-Monien","grid1",252,252,true,1,2,0.014991181657848324,3.7777777777777777,0.43527504495797786,0.18946436476316966,3.9170285333638275,false,false,false,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
2536,"IPSO","OPF_10000",43887,43887,true,1,1,0.0002216421380538983,9.727208512771435,6.072542485254491,36.87577223522079,2.022889687479691e7,true,false,false,false,"real","symmetric",1,0,0,0,0,0,0,0,0,0,"power network problem"
2566,"CPM","cz20468",20468,20468,false,2,2,0.0004918997472052162,10.068204025796366,7.174383140658578,51.47177344896604,3.227847030023836e6,true,false,true,false,"real","general",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
886,"Pothen","tandem_vtx",18454,18454,true,1,1,0.0007439433672076623,13.7287308984502,3.3290442264795317,11.082535461856702,16.30871431905079,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
17,"HB","bcspwr05",443,443,true,1,1,0.008270105834934191,3.6636568848758464,1.5767577104554682,2.4861648774807703,6.178280880459271,false,false,false,false,"pattern","symmetric",1,0,0,0,0,0,0,0,0,0,"power network problem"
77,"HB","bcsstm27",1224,1224,true,1,1,0.037462888205391086,45.85457516339869,9.79729610349521,95.98701093956241,5261.881517153329,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
317,"Bai","odepb400",400,400,true,400,401,0.0024937500000000003,0.9975,0.05,0.0025,5.3199999999999965e-14,false,false,true,true,"real","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
347,"Boeing","bcsstm37",25503,25503,true,25068,13572,2.3869815768333877e-5,0.6087519115398189,0.7002281402583772,0.49031944840970554,0.00023417730420000066,false,false,true,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
737,"Mallya","lhr04c",4101,4101,false,31,439,0.004916221419877191,20.161424042916362,25.766461171233438,663.9105212886803,3.2235757508151286,false,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
407,"FIDAP","ex10",2410,2410,true,2,2,0.009441986191697801,22.755186721991702,11.486009685690766,131.92841849978208,9.923131742712875e7,false,false,true,false,"real","symmetric",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
437,"FIDAP","ex6",1651,1651,false,1,13,0.017999112921302764,29.716535433070867,15.019892639383013,225.597174898592,449.3428163470056,false,false,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
467,"Grund","poli",4008,4008,false,3943,3943,0.000509709124664842,2.0429141716566868,3.57090182529405,12.751339845888378,1.9126883367283682,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
557,"Hollinger","g7jac100sc",29610,29610,false,737,1437,0.0003832006789604496,11.346572104018913,20.959613456196916,439.3053962331908,9310.59556510938,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
587,"Hollinger","mark3jac080sc",36609,36609,false,1281,1281,0.00016015518289060724,5.863121090442241,3.846873374893164,14.798434762461921,1.0485760000000005e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
107,"HB","can_838",838,838,true,1,1,0.014254304771560882,11.94510739856802,6.227034263854564,38.77595572321874,16.759438343677612,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
137,"HB","dwt_878",878,878,true,1,1,0.009661635213598934,8.482915717539864,1.1819835944368198,1.3970852175177846,9.911294695687335,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
227,"HB","orsreg_1",2205,2205,false,1,1,0.002906813519058417,6.40952380952381,0.6422792897372671,0.4125226860254083,27461.016814804745,true,true,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
47,"HB","bcsstk25",15439,15439,true,13,13,0.0010582233620331932,16.33791048643047,7.080735351851689,50.136813122962266,1.6312687669077995e15,false,false,true,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
827,"Vavasis","av41092",41092,41092,false,4,4,0.0009972458871730977,40.97882799571693,167.0400972541786,27902.394090685444,3.053177207656483,false,false,true,false,"real","general",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
857,"Chen","pkustk11",87804,87804,true,2,2,0.0006768121528420422,59.42681426814268,25.032296419212216,626.6158640193047,80.1529682812837,false,false,true,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
2537,"IPSO","OPF_3754",15435,15435,true,1,1,0.000593848473105132,9.166051182377712,5.676939402154973,32.22764097573966,214247.41406834743,true,false,false,false,"real","symmetric",1,0,0,0,0,0,0,0,0,0,"power network problem"
2567,"CPM","cz40948",40948,40948,false,2,2,0.00024580335565510986,10.06515580736544,7.176444762088123,51.50135942330206,1.2904336254433727e7,true,false,true,false,"real","general",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
2237,"TSOPF","TSOPF_RS_b300_c1",14538,14538,false,170,171,0.0069756374540080835,101.41181730636951,102.25604926517512,10456.299611321921,854.886506244558,true,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,"power network problem"
2297,"SNAP","ca-GrQc",5242,5242,true,355,2043,0.0010546402643165779,5.528424265547501,7.918665256931399,62.70525945133242,45.616676549656106,false,false,true,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"undirected graph"
2417,"AG-Monien","grid1_dual",224,224,true,1,2,0.016741071428571428,3.75,0.45417840867420106,0.2062780269058296,3.897510232526751,false,false,false,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
1007,"Sandia","adder_dcop_24",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1798635338369667,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1037,"Sandia","adder_dcop_54",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1742990318904303,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1067,"Sandia","fpga_dcop_13",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336206,16.115289339555417,3.6614492862376418,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1097,"Sandia","fpga_dcop_43",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336206,16.115289339555417,2.8716515227707844,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1127,"Sandia","oscil_dcop_16",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.001004291115344e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1157,"Sandia","oscil_dcop_46",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.0010042911153424e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1247,"GHS_indef","stokes64",12546,12546,true,1,1,0.0008896576714381655,11.161645145863224,2.4141238397080502,5.82799391344674,6.664091391260711,false,false,false,false,"real","symmetric",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
1277,"DNVS","ship_001",34920,34920,true,1,1,0.003195403927681534,111.58350515463917,53.15807875364306,2825.781336778518,2.5695599711813823e12,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
1307,"GHS_indef","ncvxqp7",87500,87500,true,1,1,7.50970775510204e-5,6.570994285714286,3.997785052154282,15.982285323228215,953561.0670501334,true,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1337,"VanVelzen","Zd_Jac2_db",22835,22835,false,9833,9833,0.0012972587448086392,29.622903437705276,57.362750508504604,3290.4851459009456,6.538370127882566e8,true,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
1427,"GHS_indef","qpband",20000,20000,true,5000,5000,0.0001125,2.25,0.433023527615733,0.18750937546877344,4.651115662278726,false,false,true,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1487,"Pajek","GD95_c",62,62,false,1,1,0.07466181061394381,4.629032258064516,2.536512844197408,6.433897408778424,6.480480651653742,false,false,false,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,"directed graph"
1547,"Schenk_IBMNA","c-28",4598,4598,true,1,1,0.0014469100830760049,6.652892561983471,9.008926718041083,81.16076061103448,5.895059846046994e6,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1577,"Schenk_IBMNA","c-61",43618,43618,true,1,1,0.0001629493423936285,7.107524416525288,16.75998159510382,280.8969830682188,234380.88999879506,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1607,"Cylshell","s3rmq4m1",5489,5489,true,1,1,0.008727204487645026,47.90362543268355,7.708189412000543,59.416184011277274,9583.63494167036,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
1637,"Bai","tols1090",1090,1090,false,801,1073,0.002984597256123222,3.253211009174312,11.252919782781353,126.62820363771193,1349.999999999485,true,false,true,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
1847,"UTEP","Dubcova1",16129,16129,true,1,1,0.0009725704862780548,15.686589373178746,5.777156740993664,33.37554001000854,7.311011585340101,false,false,false,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
1907,"TKK","g3rmt3m3",5357,5357,true,1,1,0.007237402878562481,38.77076722045921,7.058706430536876,49.82533647250265,42.74793189829391,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
887,"Norris","fv1",9604,9604,true,1,1,0.0009244031146955462,8.877967513536026,0.5961606068083438,0.3554074691100927,0.0,false,true,false,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
18,"HB","bcspwr06",1454,1454,true,1,1,0.0025069579909522467,3.645116918844567,1.5698642394482862,2.464473730298546,6.619492351844737,false,false,false,false,"pattern","symmetric",1,0,0,0,0,0,0,0,0,0,"power network problem"
48,"HB","bcsstk26",1922,1922,true,1,1,0.008212049319939666,15.783558792924037,5.695279672279004,32.436210545474445,2.607933176437337e11,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
108,"HB","can_96",96,96,true,1,1,0.08333333333333333,8.0,1.4216373066218218,2.0210526315789474,9.405813207414514,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
138,"HB","dwt_918",918,918,true,1,1,0.008762062074890473,8.043572984749455,1.8286037843149423,3.343791800010928,9.824395494487465,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
168,"HB","ibm32",32,32,false,1,1,0.123046875,3.9375,1.3897667476606375,1.9314516129032258,4.2240813339872565,false,false,false,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,"directed graph"
228,"HB","plat1919",1919,1919,true,1,1,0.008797953380812972,16.883272537780094,2.874853493883549,8.264782611294448,4.524576620985685,false,false,false,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
258,"HB","watt_1",1856,1856,false,129,129,0.0032977853745541023,6.120689655172414,1.5141676865127753,2.2927037828794505,1.0000000000000004,false,false,true,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
318,"Bai","olm100",100,100,false,1,1,0.039599999999999996,3.96,1.989467214602894,3.9579797979797973,95.63297834156269,true,false,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
348,"Boeing","bcsstm38",8032,8032,true,6656,3825,0.00016252532201869812,1.3054033864541832,1.9484658515935134,3.7965191748260354,1082.2079152000188,false,false,true,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
408,"FIDAP","ex10hs",2548,2548,true,2,2,0.00882706663150709,22.491365777080063,11.302716387722993,127.75139774130191,7.449482965119801e7,false,false,true,false,"real","symmetric",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
438,"FIDAP","ex7",1633,1633,false,2,2,0.01748460356644513,28.552357624004898,17.080902028503086,291.75721410732086,1.8536878791549325e9,false,false,true,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
468,"Grund","poli_large",15575,15575,false,15466,15466,0.00013617328259418903,2.1208988764044943,8.927555943893909,79.70125513135545,1.9412757300600143,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
558,"Hollinger","g7jac120",35550,35550,false,877,1717,0.0003262424310760582,11.597918424753868,21.55401628577141,464.57561804729926,5.493638656603945e7,true,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
588,"Hollinger","mark3jac100",45769,45769,false,1601,1601,0.0001282045185763081,5.867792610719046,3.8474760949659106,14.803072301334131,11544.10601132385,true,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
738,"Mallya","lhr07",7337,7337,false,31,676,0.0028730353373129435,21.079460269865066,25.830709541819466,667.2255554338432,4.890730317167943,true,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
858,"Chen","pkustk12",94653,94653,true,1,1,0.0008385040005906632,79.36691916790804,148.39182227264166,22020.13291739527,205.33933804192566,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
2238,"TSOPF","TSOPF_RS_b300_c2",28338,28338,false,270,271,0.0036659179787807026,103.88478368268756,102.40641045273841,10487.07290181473,854.8865062445581,true,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,"power network problem"
2538,"IPSO","OPF_6000",29902,29902,true,1,1,0.0003072227994365792,9.186576148752591,6.140404012899127,37.7045614416277,6.666674119841334e7,true,false,false,false,"real","symmetric",1,0,0,0,0,0,0,0,0,0,"power network problem"
2298,"SNAP","ca-HepPh",12008,12008,true,278,3679,0.0016437104333287026,19.73767488341106,46.638840578186034,2175.1814504774525,244.9438973190123,false,false,true,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"undirected graph"
2418,"AG-Monien","grid2",3296,3296,true,1,2,0.0011841361108492789,3.9029126213592233,0.3022083810295094,0.09132990556447716,3.9888272471083073,true,false,false,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
1308,"GHS_indef","sparsine",50000,50000,true,1,1,0.0006195952,30.97976,11.15463844602672,124.42595886157739,1.8237270346818522e6,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
1338,"VanVelzen","Zd_Jac2",22835,22835,false,1,9833,0.003149769370608322,71.92498357784103,164.4068210479122,27029.602807080224,63873.15322780574,false,false,false,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
1458,"Pajek","CSphd",1882,1882,false,1882,408,0.0004912584233879666,0.924548352816153,2.3095490774265794,5.334016941041964,0.0,false,false,true,true,"pattern","general",0,0,0,0,0,0,0,0,0,0,"directed graph"
1518,"Pajek","Roget",1022,1022,false,77,162,0.004858858536846903,4.965753424657534,3.6230031982051454,13.12615217420471,8.030709678991398,false,false,true,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,"directed graph"
1548,"Schenk_IBMNA","c-29",5033,5033,true,1,1,0.001726376627550438,8.688853566461354,15.981263527015878,255.40078391992802,4.456099785099526e6,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1578,"Schenk_IBMNA","c-65",48066,48066,true,51,51,0.0001560064511983965,7.498606083302127,18.913333581784496,357.7141871758572,262826.1037299948,false,false,true,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1608,"Cylshell","s1rmt3m1",5489,5489,true,1,1,0.007223941249397883,39.65221351794498,5.218321676889801,27.230881123497976,1.3208788508730351e6,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
1638,"Bai","tols2000",2000,2000,false,1529,1983,0.001296,2.592,8.341482252158894,69.58032616308182,2441.9999999952133,true,false,true,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
1848,"UTEP","Dubcova2",65025,65025,true,1,1,0.0002436527754312104,15.843521722414456,5.762227073817319,33.2032608502333,0.0,false,false,false,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
888,"Norris","fv2",9801,9801,true,1,1,0.0009059479645350598,8.879196000408122,0.5932415332594319,0.3519355167840016,1.0,false,true,false,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
1008,"Sandia","adder_dcop_25",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.179963301161596,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
