@relation 'matrixdomains-weka.filters.unsupervised.attribute.Remove-Rfirst-3,5,6,20-25,27-39'

@attribute numberOfRows numeric
@attribute numberOfConnectedComponent numeric
@attribute numberOfBlockFromDmPerm numeric
@attribute normalizedAvgNNZPerRow numeric
@attribute avgNNZPerRow numeric
@attribute stdNNZPerRow numeric
@attribute varNNZPerRow numeric
@attribute maxEig numeric
@attribute isMaxEigNegative {true,false}
@attribute isDiagonallyDominant {true,false}
@attribute isBlockDiagonal {true,false}
@attribute isDiagonal {true,false}
@attribute field {real,pattern,integer,complex}
@attribute symmetric {symmetric,general,skew-symmetric,hermitian}
@attribute isElectromagneticsProblem {0,1}

@data
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179864,false,false,true,false,real,general,0
1814,3,20,0.004431,8.036935,33.684141,1134.62136,7.192184,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
135,1,7,0.036488,4.925926,2.678353,7.173577,15.000531,false,false,false,false,real,general,0
12111,1,1,0.000504,6.107093,3.569599,12.74204,9.570012385691791E12,false,false,false,false,real,symmetric,0
21982,1,11091,0.003012,66.207533,169.308215,28665.271609,?,false,false,false,false,real,general,0
10,1,1,0.9,9,0,0,181.502221,true,false,false,false,integer,symmetric,0
23948,5,5,0.000353,8.464506,16.043351,257.389102,235466.533232,false,false,true,false,real,symmetric,0
961,257,3,0.003687,3.543184,2.189097,4.792144,694647.700485,false,false,true,false,complex,symmetric,1
93476,1,1,0.000164,15.34764,3.119695,9.732496,0.458478,false,false,false,false,complex,general,1
28216,2,2,0.000917,25.874681,264.440723,69928.896079,47742.326457,true,false,true,false,real,symmetric,0
224,1,2,0.016741,3.75,0.454178,0.206278,3.815508,true,false,false,false,pattern,symmetric,0
343565,1,53690,0.000014,4.821702,2.912474,8.482504,3008623.289859,true,false,false,false,integer,symmetric,0
1723,1,1,0.002193,3.778874,1.737198,3.017858,6.273078,false,false,false,false,pattern,symmetric,0
817,817,817,0.001224,1,0,0,44094648.5067,false,true,true,true,real,symmetric,0
221,1,1,0.033353,7.371041,1.609029,2.588976,8.189495,false,false,false,false,pattern,symmetric,0
765,5,5,0.041663,31.871895,16.922345,286.365767,1.3289795643931016E17,true,false,true,false,real,general,0
2048,1,1,0.002411,4.938477,0.506069,0.256106,0.978802,false,false,false,false,real,general,1
3175,1,1,0.008405,26.684409,9.73725,94.814045,36.093982,false,false,false,false,real,general,0
16783,1,1,0.033101,555.528034,1233.55701,1521662.897304,450.790108,false,false,false,false,pattern,symmetric,0
27449,961,961,0.000213,5.855332,3.845856,14.790605,1048576,false,false,true,false,real,general,0
726,1,1,0.06549,47.545455,18.531092,343.401379,4911643138.620694,false,false,false,false,real,symmetric,0
15606,1,1,0.000441,6.879534,0.573444,0.328838,8.022249,false,false,false,false,pattern,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179963,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
1879,1,24,0.003631,6.821714,34.926846,1219.884597,1047.298152,false,false,false,false,real,general,0
16554,555,555,0.000197,3.264468,1.515225,2.295908,10315.048965,false,false,true,false,real,symmetric,0
108384,1,1,0.000742,80.395649,33.561785,1126.393418,372209.939789,false,false,false,false,real,symmetric,0
22835,9833,9833,0.001297,29.622903,57.362751,3290.485146,653837012.788255,true,false,true,false,real,general,0
32460,3,3,0.000311,10.105853,15.477412,239.550272,37.645651,false,false,true,false,pattern,symmetric,0
11,4,2,0.239669,2.636364,1.206045,1.454545,2.106919,false,false,true,false,pattern,general,0
30235,42,42,0.000388,11.745957,73.597849,5416.643371,3949.341319,false,false,true,false,real,symmetric,0
961,1,1,0.011468,11.020812,4.175522,17.434983,910.142683,true,false,false,false,complex,symmetric,1
40401,1,1,0.000123,4.9801,0.140367,0.019703,3885.032244,false,false,false,false,real,general,0
2454,2,2,0.004157,10.200489,42.774446,1829.653224,4425.00021,true,false,true,false,real,symmetric,0
3296,1,2,0.001184,3.902913,0.302208,0.09133,3.980497,true,false,false,false,pattern,symmetric,0
1024,1,1,0.005829,5.96875,1.327578,1.762463,6.14539,false,false,false,false,pattern,symmetric,0
148,2,2,0.069713,10.317568,7.421276,55.075336,191.984118,true,false,true,false,real,general,0
171778,1,24059,0.000028,4.889916,2.885419,8.325645,3449599.730599,true,false,false,false,integer,symmetric,0
5300,1,1,0.000778,4.121132,1.442372,2.080437,6.746507,false,false,false,false,pattern,symmetric,0
485,485,485,0.002062,1,0,0,24397185.4019,false,true,true,true,real,symmetric,0
234,7,7,0.015231,3.564103,1.472988,2.169693,5.006519,false,false,true,false,pattern,symmetric,0
1374,1,57,0.004549,6.250364,2.546562,6.484978,779.803446,false,false,false,false,real,general,0
67,1,2,0.065493,4.38806,1.140909,1.301673,1.498631,true,false,false,false,real,general,0
512,1,1,0.00946,4.84375,0.667237,0.445205,2.299705,true,false,false,false,real,general,1
1050,1,1,0.023762,24.950476,18.078987,326.849785,19553498.795976,false,false,false,false,real,symmetric,0
13535,1,1,0.002037,27.575545,9.736102,94.791673,44.86826,false,false,false,false,real,general,0
2395,1,1,0.002293,5.491023,6.831746,46.672747,0.722144,false,false,false,false,real,general,0
36609,1281,1281,0.00016,5.863121,3.846873,14.798435,7470.376449,true,false,true,false,real,general,0
17546,1,1,0.000395,6.927505,0.579491,0.33581,1239.641369,false,true,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179916,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.881223,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
7598,109,134,0.000845,6.417742,69.15249,4782.06688,399999,true,false,true,false,real,general,0
88263,1,3,0.000096,8.4318,2.835231,8.038536,746.594829,false,false,false,false,real,symmetric,0
80016,1,1,0.000055,4.437038,49.985285,2498.528761,40.896054,false,false,false,false,real,symmetric,0
22835,1,9833,0.00315,71.924984,164.406821,27029.602807,63873.161568,false,false,false,false,real,general,0
66463,1,1,0.002344,155.768157,350.746956,123023.42729,712.002444,false,false,false,false,pattern,symmetric,0
18,1,5,0.114198,2.055556,0.235702,0.055556,2.09491,false,false,false,false,pattern,general,0
11,1,3,0.297521,3.272727,1.420627,2.018182,2.783445,false,false,false,false,pattern,general,0
31793,20,20,0.000382,12.140628,36.927575,1363.645831,2819690.559762,false,false,true,false,real,symmetric,0
1280,15,15,0.02924,37.426563,14.190514,201.370678,245.938512,true,false,true,false,complex,general,1
112211,2,2,0.000059,6.668963,0.672829,0.452698,13444.456416,false,false,true,false,real,general,0
14454,2,2,0.000708,10.237443,105.257028,11079.041936,4425.00021,true,false,true,false,real,symmetric,0
16955,16794,16794,0.000132,2.232321,6.282983,39.475869,1.524404,false,false,true,false,real,general,0
3136,1,1,0.001243,3.897959,0.306936,0.09421,3.973665,false,false,false,false,pattern,symmetric,0
2048,1,1,0.002922,5.983398,1.393585,1.942079,6.248876,false,false,false,false,pattern,symmetric,0
308,2,2,0.033543,10.331169,7.307178,53.394856,776.554983,true,false,true,false,real,general,0
132288,1,24586,0.000036,4.82786,3.588917,12.880329,21958183.635354,true,false,false,false,integer,symmetric,0
48,1,1,0.173611,8.333333,1.641656,2.695035,3514365864.904677,false,false,false,false,real,symmetric,0
3600,3600,3600,0.000278,1,0,0,0.000293,false,true,true,true,real,symmetric,0
245,1,1,0.02434,5.963265,2.600969,6.765038,7.658751,false,false,false,false,pattern,symmetric,0
261,1,29,0.02202,5.747126,2.520157,6.351194,736.367037,false,false,false,false,real,general,0
132,2,56,0.023703,3.128788,1.842688,3.395501,61.342768,false,false,true,false,real,general,0
512,1,1,0.009537,4.882813,0.73088,0.534185,0.977909,false,true,false,false,real,general,1
1440,1,1,0.0217,31.248611,7.663846,58.734536,1655567.930166,false,false,false,false,real,symmetric,0
7320,2,2,0.006061,44.36776,26.56381,705.636015,320.658925,false,false,true,false,real,general,0
4960,1,1,0.000807,4.001613,1.931055,3.728975,?,false,false,false,false,real,general,0
36609,1281,1281,0.00016,5.863121,3.846873,14.798435,1048576,false,false,true,false,real,general,0
18589,1,1,0.000373,6.93168,0.546091,0.298216,12005.151692,false,true,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179874,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,12.283961,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
180,1,19,0.045525,8.194444,15.376503,236.43684,86246.222561,false,false,false,false,real,general,0
10262,1,1,0.00058,5.948743,1.603495,2.571196,3.640343,false,false,false,false,real,symmetric,0
80016,1,1,0.000054,4.339407,47.73093,2278.241709,40.896015,false,false,false,false,real,symmetric,0
22835,9833,9833,0.001369,31.263718,58.957862,3476.029513,535017802.537183,true,false,true,false,real,general,0
29920,2,2,0.002271,67.954545,57.821105,3343.280129,80.283699,false,false,true,false,pattern,symmetric,0
11,3,2,0.338843,3.727273,1.420627,2.018182,3.286374,false,false,true,false,pattern,general,0
35910,5,5,0.000295,10.588694,32.071143,1028.558217,241390.090909,false,false,true,false,real,symmetric,0
1280,1280,1280,0.007342,9.397656,5.218194,27.229549,53.244872,false,false,true,true,complex,hermitian,1
5374,126,126,0.007112,38.220878,36.187208,1309.514018,625.982911,true,false,true,false,real,general,0
33833,33628,33628,0.000064,2.165016,7.563481,57.206246,1.707107,false,false,true,false,real,general,0
1961,1,2,0.001341,2.629271,0.943149,0.889531,2.926262,false,false,false,false,pattern,symmetric,0
4096,1,1,0.001462,5.988281,1.367818,1.870925,6.280597,false,false,false,false,pattern,symmetric,0
628,2,2,0.016091,10.105096,7.104042,50.467406,3114.312146,true,false,true,false,real,general,0
288987,1,42666,0.000017,4.90202,3.104083,9.635334,5241658.922545,true,false,false,false,integer,symmetric,0
66,1,1,1,66,0,0,23378.956533,false,false,false,false,real,symmetric,0
138,138,138,0.007246,1,0,0,0.019475,false,true,true,true,real,symmetric,0
2680,1,1,0.003484,9.33806,1.855725,3.443717,11.337038,false,false,false,false,pattern,symmetric,0
32,1,1,0.123047,3.9375,1.389767,1.931452,4.224081,false,false,false,false,pattern,general,0
666,1,41,0.00909,6.054054,2.548198,6.493314,768.469425,false,false,false,false,real,general,0
156,1,134,0.014875,2.320513,1.196701,1.432093,43.97132,true,false,false,false,real,general,0
8192,1,1,0.000622,5.095947,0.61426,0.377315,109.827796,true,false,false,false,real,general,1
22560,2,2,0.001994,44.988963,26.576216,706.295237,55050.084094,false,false,true,false,real,general,0
68902,1,1,0.000079,5.450611,2.235024,4.995333,44661.540862,false,false,false,false,real,general,0
45769,1601,1601,0.000128,5.867793,3.847476,14.803072,11544.106011,true,false,true,false,real,general,0
1700,83,83,0.007443,12.652353,6.681678,44.644815,1.705377,true,false,true,false,real,general,1
19366,1,1,0.000358,6.930084,0.523318,0.273862,116921.721155,false,true,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179942,false,false,true,false,real,general,0
1220,34,189,0.003953,4.822951,4.015736,16.126134,9.335671,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
32,1,1,0.095703,3.0625,1.189673,1.415323,2.716162,false,false,false,false,real,general,0
49666,1,1,0.000226,11.24701,2.38662,5.695957,0,false,false,false,false,real,symmetric,0
60008,1,1,0.000071,4.2495,53.973142,2913.100013,10.261479,true,false,false,false,real,symmetric,0
22835,1,9833,0.003674,83.894285,191.402222,36634.810406,63670.434919,false,false,false,false,real,general,0
36720,2,2,0.001911,70.185185,66.626818,4439.132894,88.087313,true,false,true,false,pattern,symmetric,0
23,3,10,0.164461,3.782609,3.605003,12.996047,5.312992,false,false,true,false,pattern,general,0
11,1,2,0.396694,4.363636,1.629278,2.654545,3.637573,false,false,false,false,pattern,general,0
37833,49,49,0.000282,10.661935,134.556113,18105.347541,2476.882012,false,false,true,false,real,symmetric,0
3200,8,8,0.006643,21.258125,5.827273,33.957108,361.382426,true,false,true,false,real,general,1
15374,326,326,0.002582,39.696826,36.407153,1325.480772,625.982911,true,false,true,false,real,general,0
22283,410,410,0.049684,1107.106,1409.153226,1985712.814183,27.328695,false,false,true,false,real,symmetric,0
83334,3656,3656,0.000865,72.125183,19.080309,364.058177,78911.285751,false,false,true,false,real,symmetric,0
615,1,1,0.006192,3.80813,0.406301,0.16508,3.881452,true,false,false,false,pattern,symmetric,0
8192,1,1,0.000732,5.99292,1.342814,1.803148,6.297402,false,false,false,false,pattern,symmetric,0
114599,1,61423,0.000018,2.08843,0.411211,0.169094,3.093356,false,false,false,false,pattern,symmetric,0
1268,2,2,0.007952,10.083596,7.173635,51.461041,12470.54857,true,false,true,false,real,general,0
133769,1,19232,0.000035,4.679305,2.624106,6.885933,5645757.702659,true,false,false,false,integer,symmetric,0
112,2,2,0.05102,5.714286,0.591662,0.350064,19751051857.55762,false,false,true,false,real,symmetric,0
3134,3134,3134,0.000319,1,0,0,10907208.722926,false,true,true,true,real,symmetric,0
307,1,1,0.02677,8.218241,1.094218,1.197313,8.932327,false,false,false,false,pattern,symmetric,0
237,2,2,0.018106,4.291139,0.971874,0.94454,3652534194.147514,false,false,true,false,integer,symmetric,0
167,1,91,0.018143,3.02994,1.864136,3.475002,254.066299,true,false,false,false,real,general,0
9035,474,478,0.00411,37.130271,22.24125,494.673198,81846.04734,true,false,true,false,real,general,0
105676,1359,1420,0.000046,4.855142,7.890151,62.254483,86.266796,false,false,true,false,real,general,0
45769,1601,1601,0.000128,5.867793,3.847476,14.803072,1048576,false,false,true,false,real,general,0
300,31,31,0.035056,10.516667,7.680257,58.986343,1.595404,true,false,true,false,real,general,1
7920,1,1,0.000505,4,0,0,4.999769,false,false,false,false,pattern,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179839,false,false,true,false,real,general,0
1220,34,194,0.003932,4.796721,4.023066,16.185059,12.342262,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
5952,1,1,0.000626,3.723454,1.397408,1.952748,2.573317,true,false,false,false,real,general,0
12546,1,1,0.00089,11.161645,2.414124,5.827994,6.661704,false,false,false,false,real,symmetric,0
60012,1,1,0.000178,10.665084,305.432698,93289.132984,2.4,false,false,false,false,real,symmetric,0
22835,9990,9990,0.001273,29.062536,57.01839,3251.096816,58420896.413952,false,false,true,false,real,general,0
43520,2,2,0.001648,71.71875,74.779902,5592.033767,99.627386,false,false,true,false,pattern,symmetric,0
80,11,35,0.03625,2.9,1.619501,2.622785,2.356955,false,false,true,false,pattern,general,0
332,1,88,0.038576,12.807229,20.133517,405.358497,0.911572,true,false,false,false,real,symmetric,0
43640,5,5,0.000157,6.841659,14.275508,203.790139,45996.936677,false,false,true,false,real,symmetric,0
3200,14,14,0.001789,5.72375,1.965774,3.864269,2.259169,false,false,true,false,real,symmetric,1
160000,1,1,0.000068,10.9401,0.420848,0.177113,594.251518,false,false,false,false,real,general,0
20374,426,426,0.001958,39.891479,36.431594,1327.261035,625.982911,true,false,true,false,real,general,0
14340,320,320,0.087866,1259.999163,1375.183241,1891128.947485,21.818119,false,false,true,false,real,symmetric,0
62451,244,244,0.001028,64.168436,14.056374,197.581637,26430.938065,false,false,true,false,real,symmetric,0
5981,1,2,0.000439,2.625648,0.972088,0.944954,3.077393,false,false,false,false,pattern,symmetric,0
16384,1,1,0.000366,5.996338,1.34823,1.817724,6.344391,false,false,false,false,pattern,symmetric,0
2548,2,2,0.003955,10.076138,7.158403,51.242728,?,false,false,true,false,real,general,0
193352,1,20797,0.000024,4.726375,2.491717,6.208655,5121032.704344,true,false,false,false,integer,symmetric,0
132,1,1,0.209366,27.636364,10.791057,116.446912,16071856.193822,false,false,false,false,real,symmetric,0
3562,3562,3562,0.000281,1,0,0,1880693.473151,false,true,true,true,real,symmetric,0
310,1,1,0.025473,7.896774,1.47547,2.177012,8.840353,false,false,false,false,pattern,symmetric,0
957,2,2,0.004517,4.322884,0.950242,0.902959,235793224093.548192,false,false,true,false,real,symmetric,0
381,1,6,0.014701,5.60105,4.739909,22.466736,4.978782,true,false,false,false,real,general,0
416,8,8,0.049475,20.581731,6.329739,40.065593,45.408323,true,false,true,false,real,general,1
7,1,1,0.306122,2.142857,0.377964,0.142857,1.010552,true,false,false,false,real,general,0
17758,23,23,0.000314,5.58323,13.012369,169.32176,1.494846,false,false,true,false,real,general,0
54929,1921,1921,0.000107,5.870906,3.847875,14.806139,17839.31299,true,false,true,false,real,general,0
3060,83,83,0.004508,13.794444,6.433752,41.39317,?,false,false,true,false,real,general,1
48,1,1,0.132813,6.375,1.044234,1.090426,12.720957,false,true,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179943,false,false,true,false,real,general,0
1220,34,193,0.003937,4.803279,4.020537,16.164714,8.782506,false,false,true,false,real,general,0
1220,1,133,0.00496,6.05082,5.914266,34.978547,2.8877,false,false,false,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
12546,1,1,0.00089,11.161645,2.414124,5.827994,73.991364,false,false,false,false,real,symmetric,0
22835,1,9990,0.003282,74.95323,175.493877,30798.100729,73215.534717,true,false,false,false,real,general,0
9520,2,2,0.004427,42.142857,32.481606,1055.054703,50.109283,false,false,true,false,pattern,symmetric,0
1538,1028,204,0.003396,5.222367,5.966287,35.596585,7.273996,false,false,true,false,pattern,general,0
4941,1,1968,0.00054,2.669095,1.791454,3.209306,5.220805,false,false,false,false,pattern,symmetric,0
43618,1,1,0.000163,7.107524,16.759982,280.896983,21028.198811,false,false,false,false,real,symmetric,0
4800,8,8,0.004438,21.3025,5.800115,33.641336,542.929184,true,false,true,false,real,general,1
160000,1,1,0.000068,10.9401,0.420848,0.177113,?,false,false,false,false,real,general,0
90449,1,1,0.000459,41.498093,2.682215,7.194277,42.930226,false,false,false,false,pattern,symmetric,0
25626,262,262,0.010296,263.837509,310.481112,96398.520718,33332.049665,true,false,true,false,real,general,0
206500,1,34,0.00003,6.166533,4.435876,19.676997,?,false,false,false,false,real,general,0
45101,2072,2072,0.014241,642.276025,856.678531,733898.106137,39.394567,false,false,true,false,real,symmetric,0
32768,1,1,0.000183,5.998169,1.355438,1.837211,6.467571,false,false,false,false,pattern,symmetric,0
144649,1,1,0.000103,14.855174,2.718324,7.389283,15.848296,false,false,false,false,pattern,symmetric,0
48837,1,10799,0.000098,4.802711,3.273623,10.716605,2318248.138297,false,false,false,false,integer,symmetric,0
5108,2,2,0.00197,10.064996,7.166301,51.355869,200936.382667,true,false,true,false,real,general,0
1866,1,1,0.002032,3.792069,0.408569,0.166929,3.907153,false,false,false,false,pattern,symmetric,0
153,1,1,0.103507,15.836601,5.129196,26.308652,7809652.248214,false,false,false,false,real,symmetric,0
15439,15439,15439,0.000065,1,0,0,1395419353.067399,false,true,true,true,real,symmetric,0
346,4,4,0.026947,9.323699,4.1702,17.390567,10.514695,false,false,true,false,pattern,symmetric,0
207,4,164,0.013349,2.763285,1.671289,2.793209,580,false,false,true,false,real,general,0
960,1,1,0.017192,16.504167,2.454589,6.025009,927.807703,false,false,false,false,real,symmetric,0
479,2,166,0.008229,3.941545,2.751327,7.569798,1700.662321,false,false,true,false,real,general,0
416,14,14,0.01336,5.557692,2.03382,4.136423,2.259169,false,false,true,false,real,symmetric,1
1089,1,249,0.003284,3.576676,1.847058,3.411625,329.187511,false,false,false,false,real,general,0
170998,48,153,0.000033,5.607878,4.392175,19.291201,29024.540912,false,false,true,false,real,general,0
54929,1921,1921,0.000107,5.870906,3.847875,14.806139,1048576,false,false,true,false,real,general,0
22695,4,4,0.002359,53.543996,26.569851,705.956985,435984197.260772,false,false,true,false,real,general,1
5940,147,147,0.002376,14.114815,6.344434,40.251843,?,false,false,true,false,real,general,1
48,1,1,0.132813,6.375,1.044234,1.090426,37.747251,false,true,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179877,false,false,true,false,real,general,0
1220,34,193,0.003934,4.79918,4.022272,16.17867,208.552102,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
22967,1,1437,0.000166,3.821135,1.337357,1.788523,7.774185,false,false,false,false,real,symmetric,0
93279,1,1,0.000139,12.985034,653.400867,426932.693552,3920944786.078599,true,false,false,false,real,symmetric,0
94294,5232,8549,0.000054,5.056165,96.577346,9327.18372,5800,false,false,true,false,real,general,0
88343,97,97,0.000313,27.639168,85.303026,7276.606289,118.461966,false,false,true,false,pattern,symmetric,0
101,1,2,0.037251,3.762376,5.138382,26.40297,4,false,false,false,false,pattern,symmetric,0
48066,51,51,0.000156,7.498606,18.913334,357.714187,17461.782669,false,false,true,false,real,symmetric,0
4800,14,14,0.001194,5.733333,1.960469,3.84344,2.259169,false,false,true,false,real,symmetric,1
5357,1,1,0.007237,38.770767,7.058706,49.825336,41.730922,false,false,false,false,pattern,symmetric,0
38120,378,378,0.011128,424.217445,484.243851,234492.106839,16642.391362,true,false,true,false,real,general,0
9800,1,1,0.000604,5.916122,0.518369,0.268706,6.002489,false,false,false,false,pattern,symmetric,0
65536,1,1,0.000092,5.998993,1.353208,1.831173,6.591139,false,false,false,false,pattern,symmetric,0
110971,1,1,0.00012,13.371674,2.915075,8.49766,14.838824,false,false,false,false,pattern,symmetric,0
169588,1,15695,0.000029,4.893695,2.743723,7.528015,3835877.732025,true,false,false,false,integer,symmetric,0
10228,2,2,0.000983,10.058271,7.160164,51.267945,803101.221458,true,false,true,false,real,general,0
259789,1,1,0.000063,16.331226,2.812156,7.908222,1.6071817428306432E15,false,false,false,false,real,symmetric,1
420,1,1,0.044558,18.714286,6.473319,41.903853,5621870795.240404,false,false,false,false,real,symmetric,0
1922,1922,1922,0.00052,1,0,0,2.983644,false,true,true,true,real,symmetric,0
361,1,1,0.022659,8.180055,1.345049,1.809157,9.194157,false,false,false,false,pattern,symmetric,0
59,1,19,0.077851,4.59322,2.052069,4.210988,5.1579,true,false,false,false,real,general,0
100,1,1,0.0594,5.94,1.455189,2.117576,1.207946,false,true,false,false,real,symmetric,0
497,2,294,0.006967,3.462777,3.945077,15.563632,6868.844,true,false,true,false,real,general,0
400,1,1,0.007506,3.0025,0.111915,0.012525,3.999939,true,false,false,false,real,general,0
1089,1,164,0.003494,3.805326,2.128399,4.530082,0.953546,true,false,false,false,real,general,0
2880,107,177,0.002198,6.329514,6.405546,41.031015,7809757.169395,true,false,true,false,real,general,0
64089,2241,2241,0.000092,5.873005,3.84804,14.807411,27567.409324,true,false,true,false,real,general,0
41092,4,4,0.000997,40.978828,167.040097,27902.394091,3.053177,false,false,true,false,real,general,0
48,1,1,0.132813,6.375,1.044234,1.090426,9.424762,false,true,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.180044,false,false,true,false,real,general,0
1220,34,189,0.003956,4.82623,4.015062,16.120722,16.267429,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
12992,1,1101,0.000292,3.799646,1.359754,1.848932,7.704535,false,false,false,false,real,symmetric,0
94294,5229,8546,0.000054,5.082465,96.66399,9343.927044,5800,false,false,true,false,real,general,0
16320,2,2,0.003549,57.916667,39.12804,1531.003534,53.333588,true,false,true,false,pattern,symmetric,0
36,4,23,0.043981,1.583333,1.273353,1.621429,1.550478,false,false,true,false,pattern,general,0
345241,77,77,0.00002,6.780362,36.444037,1328.1678,299.682858,false,false,true,false,real,symmetric,0
1484,3,3,0.002774,4.117251,1.601078,2.563451,667522655036.000128,true,false,true,false,real,general,0
71505,1,1,0.001035,74.040766,37.548764,1409.909714,13651727.579882,false,false,false,false,real,symmetric,0
5563,1,1,0.009253,51.472407,8.685405,75.436267,319.719523,false,false,false,false,integer,symmetric,0
14538,170,171,0.006976,101.411817,102.256049,10456.299611,854.886506,true,false,true,false,real,general,0
75888,42185,13073,0.000088,6.705105,26.015145,676.787771,106.527918,false,false,true,false,pattern,general,0
2642,2,798,0.000946,2.500379,0.748721,0.560583,3.147574,false,false,true,false,pattern,symmetric,0
121192,21350,3,0.000179,21.654325,13.792719,190.239107,418.881095,false,false,true,false,real,symmetric,0
19190,1,1,0.000155,2.978739,0.144257,0.02081,2.998196,false,false,false,false,pattern,symmetric,0
131072,1,1,0.000046,5.99939,1.344555,1.807829,6.677211,false,false,false,false,pattern,symmetric,0
20468,2,2,0.000492,10.068204,7.174383,51.471773,3227847.030024,true,false,true,false,real,general,0
168609,1,26028,0.000029,4.928385,3.435693,11.803985,6485072.304179,false,false,false,false,integer,symmetric,0
1138,1,1,0.00313,3.56239,1.802976,3.250721,31038.339594,false,true,false,false,real,symmetric,0
1224,1,1,0.037463,45.854575,9.797296,95.987011,4154544.715506,false,false,false,false,real,symmetric,0
24,1,1,0.277778,6.666667,1.833663,3.362319,3.338127,false,false,false,false,pattern,symmetric,0
511,98,135,0.010708,5.471624,3.440058,11.833997,985536.439554,true,false,true,false,real,general,0
3564,1,1,0.001757,6.261504,0.746266,0.556912,19918.508411,true,true,false,false,real,symmetric,0
100,1,1,0.0396,3.96,0.196946,0.038788,1930.484541,true,false,false,false,real,general,0
974,1,2,0.039689,38.657084,22.565867,509.218362,0.259777,false,false,false,false,real,general,0
53370,1297,2557,0.000225,12.015927,22.502297,506.35336,18621.182974,false,false,true,false,real,general,0
22044,1,1,0.002015,44.428416,20.22086,408.883185,61.170567,false,false,false,false,pattern,symmetric,0
109460,2,2,0.000041,4.499945,1.939103,3.76012,516.780003,false,false,true,false,real,general,0
1813,6,473,0.003376,6.120794,30.785742,947.761891,5.064498,false,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.17426,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.872865,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.371897,false,false,true,false,real,general,0
3306,85,3,0.006854,22.660617,11.299327,127.674799,31.338609,false,false,true,false,pattern,symmetric,0
73752,17459,17459,0.000395,29.1322,18.806961,353.701767,68913660.045199,false,false,true,false,real,symmetric,0
1882,1882,408,0.000491,0.924548,2.309549,5.334017,0.033279,true,false,true,true,pattern,general,0
6317,1,1,0.001406,8.884439,34.678163,1202.574991,10320.194393,false,false,false,false,real,symmetric,0
343791,1,1,0.000227,78.062291,40.80918,1665.389182,60023598.231858,false,false,false,false,real,symmetric,0
262111,6594,62289,0.000018,4.711275,0.95154,0.905429,5,false,false,true,false,pattern,general,0
8361,1332,3401,0.000451,3.767731,4.305567,18.537911,24.818409,false,false,true,false,real,symmetric,0
8140,2,2,0.030378,247.276781,323.629112,104735.802115,39699.528762,true,false,true,false,real,symmetric,0
1224,1,1,0.037463,45.854575,9.797296,95.987011,4624.168733,false,false,false,false,real,symmetric,0
419,1,1,0.020295,8.50358,1.744948,3.044844,9.927139,false,false,false,false,pattern,symmetric,0
137,18,115,0.021312,2.919708,1.52941,2.339094,10.430019,true,false,true,false,real,general,0
