@relation 'matrixdomains-weka.filters.unsupervised.attribute.Remove-Rfirst-3,5,6,20-39'

@attribute numberOfRows numeric
@attribute numberOfConnectedComponent numeric
@attribute numberOfBlockFromDmPerm numeric
@attribute normalizedAvgNNZPerRow numeric
@attribute avgNNZPerRow numeric
@attribute stdNNZPerRow numeric
@attribute varNNZPerRow numeric
@attribute maxEig numeric
@attribute isMaxEigNegative {true,false}
@attribute isDiagonallyDominant {true,false}
@attribute isBlockDiagonal {true,false}
@attribute isDiagonal {true,false}
@attribute field {real,pattern,integer,complex}
@attribute symmetric {symmetric,general,skew-symmetric}
@attribute domain {'subsequent circuit simulation problem','structural problem','optimization problem','computational fluid dynamics problem','undirected graph','2D/3D problem','directed graph','chemical process simulation problem','power network problem','economic problem','circuit simulation problem','subsequent computational fluid dynamics problem','subsequent theoretical/quantum chemistry problem','electromagnetics problem','directed weighted graph','materials problem','eigenvalue/model reduction problem','model reduction problem','undirected random graph','thermal problem','undirected weighted graph'}

@data
18892,1,1,0.001395,26.352107,26.0973,681.069069,32.60954,false,false,false,false,pattern,symmetric,'optimization problem'
352,352,80,0.003696,1.301136,0.867389,0.752363,1,false,false,true,true,pattern,general,'directed graph'
22401,3,3,0.000359,8.046293,20.459043,418.572455,13960.31019,false,false,true,false,real,symmetric,'optimization problem'
512,1,1,0.00946,4.84375,0.667237,0.445205,2.299705,true,false,false,false,real,general,'electromagnetics problem'
76216,2,2,0.00034,25.947308,436.153711,190230.059311,47742.326457,true,false,true,false,real,symmetric,'power network problem'
20141,1,1,0.000148,2.983268,0.128269,0.016453,2.998866,false,false,false,false,pattern,symmetric,'2D/3D problem'
299067,1,95584,0.000022,6.538174,9.815253,96.339192,48.04502,false,false,false,false,pattern,symmetric,'undirected graph'
329885,1,34494,0.000015,4.783758,2.644462,6.993178,15989501.372165,false,false,false,false,integer,symmetric,'undirected weighted graph'
90249,1,1,0.000099,8.899522,0.83246,0.692989,0.08016,true,false,false,false,complex,general,'2D/3D problem'
1612,1,1,0.002241,3.612903,1.613193,2.602391,5.886702,false,false,false,false,pattern,symmetric,'power network problem'
1473,10,10,0.009061,13.346232,5.164773,26.674879,20.847489,false,false,true,false,real,symmetric,'structural problem'
198,6,6,0.035507,7.030303,2.144309,4.598062,7.996499,false,false,true,false,pattern,symmetric,'structural problem'
496,66,28,0.166912,82.788306,126.549952,16014.890449,12747.791722,false,false,true,false,real,general,'economic problem'
1856,65,65,0.003353,6.22306,3.156276,9.962077,1,false,false,true,false,real,general,'computational fluid dynamics problem'
400,2,2,0.017875,7.15,2.991634,8.949875,5.502378,false,false,true,false,real,general,'2D/3D problem'
10774,1,1,0.00061,6.575274,1.099372,1.208619,38.069832,false,true,false,false,integer,symmetric,'undirected weighted graph'
31802,1,1,0.00214,68.052638,360.308601,129822.287912,375.155506,true,false,false,false,pattern,symmetric,'optimization problem'
18289,641,641,0.000319,5.83974,3.84377,14.774567,1048576,false,false,true,false,real,general,'economic problem'
6316,6316,6316,0.004191,26.468968,17.122265,293.171958,202493702422.036032,false,false,true,true,real,general,'structural problem'
6691,1,1,0.001032,6.902855,1.312061,1.721503,8.236309,false,false,false,false,pattern,symmetric,'structural problem'
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179943,false,false,true,false,real,general,'subsequent circuit simulation problem'
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,'subsequent circuit simulation problem'
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,'subsequent circuit simulation problem'
30202,1,203,0.000143,4.314383,1.113236,1.239294,5.558225,false,false,false,false,pattern,symmetric,'circuit simulation problem'
21982,11091,11091,0.001101,24.193704,51.358868,2637.73337,263258324.031978,true,false,true,false,real,general,'chemical process simulation problem'
309412,1,1,0.000029,8.892622,590.356242,348520.492259,169.010348,false,false,false,false,pattern,symmetric,'optimization problem'
23196,2,2,0.000377,8.753578,18.198557,331.187474,8383.907297,false,false,true,false,real,symmetric,'optimization problem'
512,1,1,0.009537,4.882813,0.73088,0.534185,0.977909,false,true,false,false,real,general,'electromagnetics problem'
120216,2,2,0.000216,25.962933,548.185967,300507.854717,47742.326457,true,false,true,false,real,symmetric,'power network problem'
178866,21,21,0.00003,5.374795,147.185916,21663.693761,32832.355703,false,false,true,false,real,general,'circuit simulation problem'
252,1,2,0.014991,3.777778,0.435275,0.189464,3.838692,true,false,false,false,pattern,symmetric,'2D/3D problem'
381381,1,1,0.000023,8.949352,0.593216,0.351905,0.197941,true,false,false,false,complex,general,'2D/3D problem'
259777,1,32359,0.000018,4.723675,2.759906,7.617084,9266099.037403,true,false,false,false,integer,symmetric,'undirected weighted graph'
1624,1,1,0.002294,3.725369,1.708865,2.920219,6.163965,false,false,false,false,pattern,symmetric,'power network problem'
2003,1334,574,0.005279,10.574638,16.217484,263.006789,295.46736,false,false,true,false,real,symmetric,'computational fluid dynamics problem'
209,1,1,0.039903,8.339713,2.258404,5.100386,8.490096,false,false,false,false,pattern,symmetric,'structural problem'
180,6,6,0.082068,14.772222,16.405759,269.148945,1.888823422087765E19,true,false,true,false,real,general,'2D/3D problem'
656,2,2,0.009026,5.920732,2.864864,8.207447,5.502378,false,false,true,false,real,general,'2D/3D problem'
52329,1,1,0.00095,49.69128,16.547613,273.823491,721239428470.846336,false,false,false,false,real,symmetric,'structural problem'
62064,1,1,0.001103,68.450084,356.026244,126754.686486,398.385221,false,false,false,false,pattern,symmetric,'optimization problem'
27449,961,961,0.000213,5.855332,3.845856,14.790605,4834.200612,true,false,true,false,real,general,'economic problem'
3402,3402,3402,0.011265,38.321869,28.818744,830.52001,3.977454410479003E14,false,false,true,true,real,general,'structural problem'
6019,1,1,0.001131,6.805948,0.695538,0.483773,8.002155,false,false,false,false,pattern,symmetric,'structural problem'
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179864,false,false,true,false,real,general,'subsequent circuit simulation problem'
1814,3,20,0.004431,8.036935,33.684141,1134.62136,7.192184,false,false,true,false,real,general,'subsequent circuit simulation problem'
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,'subsequent circuit simulation problem'
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,'subsequent circuit simulation problem'
135,1,7,0.036488,4.925926,2.678353,7.173577,15.000531,false,false,false,false,real,general,'circuit simulation problem'
12111,1,1,0.000504,6.107093,3.569599,12.74204,9.570012385691791E12,false,false,false,false,real,symmetric,'optimization problem'
21982,1,11091,0.003012,66.207533,169.308215,28665.271609,?,false,false,false,false,real,general,'chemical process simulation problem'
10,1,1,0.9,9,0,0,181.502221,true,false,false,false,integer,symmetric,'undirected weighted graph'
23948,5,5,0.000353,8.464506,16.043351,257.389102,235466.533232,false,false,true,false,real,symmetric,'optimization problem'
961,257,3,0.003687,3.543184,2.189097,4.792144,694647.700485,false,false,true,false,complex,symmetric,'electromagnetics problem'
93476,1,1,0.000164,15.34764,3.119695,9.732496,0.458478,false,false,false,false,complex,general,'electromagnetics problem'
1723,1,1,0.002193,3.778874,1.737198,3.017858,6.273078,false,false,false,false,pattern,symmetric,'power network problem'
817,817,817,0.001224,1,0,0,44094648.5067,false,true,true,true,real,symmetric,'structural problem'
221,1,1,0.033353,7.371041,1.609029,2.588976,8.189495,false,false,false,false,pattern,symmetric,'structural problem'
765,5,5,0.041663,31.871895,16.922345,286.365767,1.3289795643931016E17,true,false,true,false,real,general,'2D/3D problem'
2048,1,1,0.002411,4.938477,0.506069,0.256106,0.978802,false,false,false,false,real,general,'electromagnetics problem'
3175,1,1,0.008405,26.684409,9.73725,94.814045,36.093982,false,false,false,false,real,general,'computational fluid dynamics problem'
16783,1,1,0.033101,555.528034,1233.55701,1521662.897304,450.790108,false,false,false,false,pattern,symmetric,'optimization problem'
27449,961,961,0.000213,5.855332,3.845856,14.790605,1048576,false,false,true,false,real,general,'economic problem'
726,1,1,0.06549,47.545455,18.531092,343.401379,4911643138.620694,false,false,false,false,real,symmetric,'structural problem'
15606,1,1,0.000441,6.879534,0.573444,0.328838,8.022249,false,false,false,false,pattern,symmetric,'structural problem'
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179963,false,false,true,false,real,general,'subsequent circuit simulation problem'
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,'subsequent circuit simulation problem'
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,'subsequent circuit simulation problem'
1879,1,24,0.003631,6.821714,34.926846,1219.884597,1047.298152,false,false,false,false,real,general,'circuit simulation problem'
16554,555,555,0.000197,3.264468,1.515225,2.295908,10315.048965,false,false,true,false,real,symmetric,'optimization problem'
108384,1,1,0.000742,80.395649,33.561785,1126.393418,372209.939789,false,false,false,false,real,symmetric,'structural problem'
22835,9833,9833,0.001297,29.622903,57.362751,3290.485146,653837012.788255,true,false,true,false,real,general,'chemical process simulation problem'
32460,3,3,0.000311,10.105853,15.477412,239.550272,37.645651,false,false,true,false,pattern,symmetric,'optimization problem'
11,4,2,0.239669,2.636364,1.206045,1.454545,2.106919,false,false,true,false,pattern,general,'directed graph'
30235,42,42,0.000388,11.745957,73.597849,5416.643371,3949.341319,false,false,true,false,real,symmetric,'optimization problem'
961,1,1,0.011468,11.020812,4.175522,17.434983,910.142683,true,false,false,false,complex,symmetric,'electromagnetics problem'
40401,1,1,0.000123,4.9801,0.140367,0.019703,3885.032244,false,false,false,false,real,general,'2D/3D problem'
2454,2,2,0.004157,10.200489,42.774446,1829.653224,4425.00021,true,false,true,false,real,symmetric,'power network problem'
3296,1,2,0.001184,3.902913,0.302208,0.09133,3.980497,true,false,false,false,pattern,symmetric,'2D/3D problem'
1024,1,1,0.005829,5.96875,1.327578,1.762463,6.14539,false,false,false,false,pattern,symmetric,'undirected graph'
148,2,2,0.069713,10.317568,7.421276,55.075336,191.984118,true,false,true,false,real,general,'2D/3D problem'
171778,1,24059,0.000028,4.889916,2.885419,8.325645,3449599.730599,true,false,false,false,integer,symmetric,'undirected weighted graph'
5300,1,1,0.000778,4.121132,1.442372,2.080437,6.746507,false,false,false,false,pattern,symmetric,'power network problem'
485,485,485,0.002062,1,0,0,24397185.4019,false,true,true,true,real,symmetric,'structural problem'
234,7,7,0.015231,3.564103,1.472988,2.169693,5.006519,false,false,true,false,pattern,symmetric,'structural problem'
1374,1,57,0.004549,6.250364,2.546562,6.484978,779.803446,false,false,false,false,real,general,'2D/3D problem'
67,1,2,0.065493,4.38806,1.140909,1.301673,1.498631,true,false,false,false,real,general,'chemical process simulation problem'
512,1,1,0.00946,4.84375,0.667237,0.445205,2.299705,true,false,false,false,real,general,'electromagnetics problem'
1050,1,1,0.023762,24.950476,18.078987,326.849785,19553498.795976,false,false,false,false,real,symmetric,'structural problem'
13535,1,1,0.002037,27.575545,9.736102,94.791673,44.86826,false,false,false,false,real,general,'computational fluid dynamics problem'
2395,1,1,0.002293,5.491023,6.831746,46.672747,0.722144,false,false,false,false,real,general,'circuit simulation problem'
36609,1281,1281,0.00016,5.863121,3.846873,14.798435,7470.376449,true,false,true,false,real,general,'economic problem'
17546,1,1,0.000395,6.927505,0.579491,0.33581,1239.641369,false,true,false,false,real,symmetric,'structural problem'
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179916,false,false,true,false,real,general,'subsequent circuit simulation problem'
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.881223,false,false,true,false,real,general,'subsequent circuit simulation problem'
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,'subsequent circuit simulation problem'
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,'subsequent circuit simulation problem'
7598,109,134,0.000845,6.417742,69.15249,4782.06688,399999,true,false,true,false,real,general,'circuit simulation problem'
88263,1,3,0.000096,8.4318,2.835231,8.038536,746.594829,false,false,false,false,real,symmetric,'2D/3D problem'
80016,1,1,0.000055,4.437038,49.985285,2498.528761,40.896054,false,false,false,false,real,symmetric,'optimization problem'
22835,1,9833,0.00315,71.924984,164.406821,27029.602807,63873.161568,false,false,false,false,real,general,'chemical process simulation problem'
66463,1,1,0.002344,155.768157,350.746956,123023.42729,712.002444,false,false,false,false,pattern,symmetric,'optimization problem'
18,1,5,0.114198,2.055556,0.235702,0.055556,2.09491,false,false,false,false,pattern,general,'directed graph'
11,1,3,0.297521,3.272727,1.420627,2.018182,2.783445,false,false,false,false,pattern,general,'directed graph'
31793,20,20,0.000382,12.140628,36.927575,1363.645831,2819690.559762,false,false,true,false,real,symmetric,'optimization problem'
1280,15,15,0.02924,37.426563,14.190514,201.370678,245.938512,true,false,true,false,complex,general,'electromagnetics problem'
112211,2,2,0.000059,6.668963,0.672829,0.452698,13444.456416,false,false,true,false,real,general,'2D/3D problem'
14454,2,2,0.000708,10.237443,105.257028,11079.041936,4425.00021,true,false,true,false,real,symmetric,'power network problem'
16955,16794,16794,0.000132,2.232321,6.282983,39.475869,1.524404,false,false,true,false,real,general,'economic problem'
3136,1,1,0.001243,3.897959,0.306936,0.09421,3.973665,false,false,false,false,pattern,symmetric,'2D/3D problem'
2048,1,1,0.002922,5.983398,1.393585,1.942079,6.248876,false,false,false,false,pattern,symmetric,'undirected graph'
308,2,2,0.033543,10.331169,7.307178,53.394856,776.554983,true,false,true,false,real,general,'2D/3D problem'
132288,1,24586,0.000036,4.82786,3.588917,12.880329,21958183.635354,true,false,false,false,integer,symmetric,'undirected weighted graph'
48,1,1,0.173611,8.333333,1.641656,2.695035,3514365864.904677,false,false,false,false,real,symmetric,'structural problem'
3600,3600,3600,0.000278,1,0,0,0.000293,false,true,true,true,real,symmetric,'structural problem'
245,1,1,0.02434,5.963265,2.600969,6.765038,7.658751,false,false,false,false,pattern,symmetric,'structural problem'
261,1,29,0.02202,5.747126,2.520157,6.351194,736.367037,false,false,false,false,real,general,'2D/3D problem'
132,2,56,0.023703,3.128788,1.842688,3.395501,61.342768,false,false,true,false,real,general,'chemical process simulation problem'
512,1,1,0.009537,4.882813,0.73088,0.534185,0.977909,false,true,false,false,real,general,'electromagnetics problem'
1440,1,1,0.0217,31.248611,7.663846,58.734536,1655567.930166,false,false,false,false,real,symmetric,'structural problem'
7320,2,2,0.006061,44.36776,26.56381,705.636015,320.658925,false,false,true,false,real,general,'computational fluid dynamics problem'
4960,1,1,0.000807,4.001613,1.931055,3.728975,?,false,false,false,false,real,general,'circuit simulation problem'
36609,1281,1281,0.00016,5.863121,3.846873,14.798435,1048576,false,false,true,false,real,general,'economic problem'
18589,1,1,0.000373,6.93168,0.546091,0.298216,12005.151692,false,true,false,false,real,symmetric,'structural problem'
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179874,false,false,true,false,real,general,'subsequent circuit simulation problem'
1220,34,188,0.003959,4.829508,4.014385,16.115289,12.283961,false,false,true,false,real,general,'subsequent circuit simulation problem'
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,false,false,true,false,real,general,'subsequent circuit simulation problem'
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,'subsequent circuit simulation problem'
180,1,19,0.045525,8.194444,15.376503,236.43684,86246.222561,false,false,false,false,real,general,'circuit simulation problem'
10262,1,1,0.00058,5.948743,1.603495,2.571196,3.640343,false,false,false,false,real,symmetric,'2D/3D problem'
80016,1,1,0.000054,4.339407,47.73093,2278.241709,40.896015,false,false,false,false,real,symmetric,'optimization problem'
22835,9833,9833,0.001369,31.263718,58.957862,3476.029513,535017802.537183,true,false,true,false,real,general,'chemical process simulation problem'
29920,2,2,0.002271,67.954545,57.821105,3343.280129,80.283699,false,false,true,false,pattern,symmetric,'optimization problem'
11,3,2,0.338843,3.727273,1.420627,2.018182,3.286374,false,false,true,false,pattern,general,'directed graph'
35910,5,5,0.000295,10.588694,32.071143,1028.558217,241390.090909,false,false,true,false,real,symmetric,'optimization problem'
