 @RELATION matrixdomains

   @ATTRIBUTE UFindex   NUMERIC
   @ATTRIBUTE groupName   string
   @ATTRIBUTE name   string

   @ATTRIBUTE numberOfRows   NUMERIC
   @ATTRIBUTE numberOfColumns   NUMERIC
   @ATTRIBUTE isSymmectric   {true, false}
   @ATTRIBUTE numberOfConnectedComponent   NUMERIC
   @ATTRIBUTE numberOfBlockFromDmPerm   NUMERIC
   @ATTRIBUTE normalizedAvgNNZPerRow   NUMERIC
   @ATTRIBUTE avgNNZPerRow   NUMERIC
   @ATTRIBUTE stdNNZPerRow   NUMERIC
   @ATTRIBUTE varNNZPerRow   NUMERIC

   @ATTRIBUTE maxEig   NUMERIC
   @ATTRIBUTE isMaxEigNegative    {true, false}
   @ATTRIBUTE isDiagonallyDominant   {true, false}
   @ATTRIBUTE isBlockDiagonal   {true, false}
   @ATTRIBUTE isDiagonal   {true, false}
   %@ATTRIBUTE representation   {"coordinate"}
   @ATTRIBUTE field   {"real","pattern" ,"integer", "complex"}  
   @ATTRIBUTE symmetric   {"symmetric", "general", "skew-symmetric" , "hermitian"}

   @ATTRIBUTE isSubsequentCircuitSimulationProblem   {0,1}
   @ATTRIBUTE isCircuitSimulationProblems   {0,1}
   @ATTRIBUTE isThermalProblem    {0,1}
   @ATTRIBUTE isStructuralProblem    {0,1}
   @ATTRIBUTE isOptimizationProblem    {0,1}
   @ATTRIBUTE isComputationalFluidDynamicsProblem    {0,1}
   @ATTRIBUTE isUndirectedGraph    {0,1}
   @ATTRIBUTE is2D3DProblem    {0,1}
   @ATTRIBUTE isElectromagneticsProblem    {0,1}
   @ATTRIBUTE isModelReductionProblem    {0,1}
   @ATTRIBUTE isDirectedGraph   {0,1}
   @ATTRIBUTE isSubsequentComputationalFluidDynamicsProblem   {0,1}
   @ATTRIBUTE isUndirectedRandomGraph   {0,1}
   @ATTRIBUTE isEigenvalueModelReductionProblem   {0,1}
   @ATTRIBUTE isChemicalProcessSimulationProblem   {0,1}
   @ATTRIBUTE isDirectedWeightedGraph   {0,1}
   @ATTRIBUTE isPowerNetworkProblem   {0,1}
   @ATTRIBUTE isMaterialsProblem   {0,1}
   @ATTRIBUTE isSubsequentTheoreticalQuantumChemistryProblem   {0,1}
   @ATTRIBUTE isEconomicProblem   {0,1}

   @ATTRIBUTE domain {"subsequent circuit simulation problem","structural problem","optimization problem","computational fluid dynamics problem","undirected graph","2D/3D problem","directed graph","chemical process simulation problem","power network problem","economic problem", "circuit simulation problem", "subsequent computational fluid dynamics problem", "subsequent theoretical/quantum chemistry problem", "electromagnetics problem", "directed weighted graph", "materials problem", "eigenvalue/model reduction problem", "model reduction problem", "undirected random graph", "thermal problem", "undirected weighted graph"}

@data
537,"Gupta","gupta2",62064,62064,true,1,1,0.001102895137027593,68.45008378448054,356.0262440967805,126754.6864856603,398.3852209059036,false,false,false,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
584,"Hollinger","mark3jac060",27449,27449,false,961,961,0.00021331675857310216,5.855331706073081,3.8458555433446153,14.790604860274508,4834.200611538734,true,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"economic problem"
819,"Simon","raefsky6",3402,3402,false,3402,3402,0.011264511901392169,38.32186948853616,28.81874406834174,830.5200096765823,3.977454410479003e14,false,false,true,true,"real","general",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
866,"Pothen","barth4",6019,6019,true,1,1,0.0011307439494709682,6.805947831865758,0.6955380591274506,0.48377319169478095,8.002154835262596,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1007,"Sandia","adder_dcop_24",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1798635338369643,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1054,"Sandia","adder_trans_02",1814,1814,false,3,20,0.004430504382792661,8.036934950385888,33.6841410729526,1134.6213598225725,7.192184217198975,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1101,"Sandia","fpga_dcop_47",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336214,16.115289339555478,2.8716515227707844,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1148,"Sandia","oscil_dcop_37",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009463,2.102477367593651,2.0010042911153443e6,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1195,"Rajat","rajat11",135,135,false,1,7,0.036488340192043896,4.925925925925926,2.6783533302453364,7.173576561636283,15.000531016349566,false,false,false,false,"real","general",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
1242,"GHS_indef","ncvxqp1",12111,12111,true,1,1,0.0005042599889044122,6.107092725621336,3.569599374908451,12.742039697346804,9.570012385691791e12,false,false,false,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1336,"VanVelzen","std1_Jac3",21982,21982,false,1,11091,0.0030118976178895463,66.207533436448,169.30821482956455,28665.27160877398,NaN,false,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"chemical process simulation problem"
1524,"Pajek","Stranke94",10,10,true,1,1,0.9,9.0,0.0,0.0,181.50222109911695,true,false,false,false,"integer","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undirected weighted graph"
1571,"Schenk_IBMNA","c-52",23948,23948,true,5,5,0.00035345358404040555,8.464506430599632,16.043350716214164,257.3891022034495,235466.53323171317,false,false,true,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1618,"Bai","dwg961a",961,961,true,257,3,0.003686976257172279,3.54318418314256,2.189096526061888,4.792143600416226,694647.7004847288,false,false,true,false,"complex","symmetric",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"electromagnetics problem"
1900,"CEMW","vfem",93476,93476,false,1,1,0.0001641880272577459,15.347640035945055,3.119694901095828,9.732496275923308,0.4584778277685851,false,false,false,false,"complex","general",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"electromagnetics problem"
21,"HB","bcspwr09",1723,1723,true,1,1,0.0021931944613334526,3.778874056877539,1.7371982421926793,3.0178577326773346,6.273078202424634,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"power network problem"
69,"HB","bcsstm19",817,817,true,817,817,0.0012239902080783353,1.0,0.0,0.0,4.409464850670001e7,false,true,true,true,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
117,"HB","dwt_221",221,221,true,1,1,0.0333531254478819,7.3710407239819,1.6090294373168539,2.5889757301521916,8.1894947192324,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
213,"HB","mcfe",765,765,false,5,5,0.04166260839847922,31.8718954248366,16.922345188850727,286.3657666906193,1.3289795643931016e17,true,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
309,"Bai","dw1024",2048,2048,false,1,1,0.002411365509033203,4.9384765625,0.5060687138847214,0.256105543172936,0.9788022785437291,false,false,false,false,"real","general",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"electromagnetics problem"
444,"Garon","garon1",3175,3175,false,1,1,0.008404538409076817,26.684409448818897,9.737250372812976,94.81404482284645,36.09398191765415,false,false,false,false,"real","general",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
538,"Gupta","gupta3",16783,16783,true,1,1,0.033100639594854514,555.5280343204433,1233.557010155691,1.5216628973042476e6,450.7901078117431,false,false,false,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
585,"Hollinger","mark3jac060sc",27449,27449,false,961,961,0.00021331675857310216,5.855331706073081,3.8458555433446153,14.790604860274508,1.0485759999999995e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"economic problem"
357,"Boeing","msc00726",726,726,true,1,1,0.06548960681192087,47.54545454545455,18.531092231985287,343.4013793103454,4.911643138620694e9,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
867,"Pothen","barth5",15606,15606,true,1,1,0.0004408261894624827,6.879533512751506,0.5734443175998463,0.3288383853875534,8.022249148358354,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1008,"Sandia","adder_dcop_25",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1799633011615973,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1102,"Sandia","fpga_dcop_48",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336214,16.115289339555478,2.8716515227707813,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1149,"Sandia","oscil_dcop_38",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009463,2.102477367593651,2.0010042911153429e6,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1196,"Rajat","rajat12",1879,1879,false,1,24,0.0036305022232506787,6.821713677488026,34.926846371921236,1219.8845974877877,1047.2981520158746,false,false,false,false,"real","general",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
1243,"GHS_indef","ncvxqp9",16554,16554,true,555,555,0.00019720114790043762,3.2644678023438445,1.5152252928568946,2.2959076881132616,10315.048965135025,false,false,true,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1290,"DNVS","x104",108384,108384,true,1,1,0.000741766762661016,80.39564880425155,33.561785078806224,1126.39341767598,372209.9397892055,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1337,"VanVelzen","Zd_Jac2_db",22835,22835,false,9833,9833,0.0012972587448086392,29.622903437705276,57.362750508504654,3290.485145900951,6.538370127882551e8,true,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"chemical process simulation problem"
1384,"Andrianov","lpl1",32460,32460,true,3,3,0.0003113325125686707,10.10585335797905,15.47741167888557,239.5502722777034,37.645650525877855,false,false,true,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1525,"Pajek","Tina_AskCal",11,11,false,4,2,0.23966942148760328,2.6363636363636362,1.2060453783110545,1.4545454545454544,2.1069193403762205,false,false,true,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"directed graph"
1572,"Schenk_IBMNA","c-53",30235,30235,true,42,42,0.00038848872739309675,11.74595667273028,73.59784895957198,5416.64337147597,3949.3413194731306,false,false,true,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1619,"Bai","dwg961b",961,961,true,1,1,0.011468066237800764,11.020811654526534,4.175521894390054,17.43498309053071,910.1426826465004,true,false,false,false,"complex","symmetric",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"electromagnetics problem"
1854,"Watson","chem_master1",40401,40401,false,1,1,0.00012326673850863992,4.980099502487562,0.14036726932240895,0.019702970297029686,3885.032244279779,false,false,false,false,"real","general",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
2230,"TSOPF","TSOPF_FS_b9_c1",2454,2454,true,2,2,0.004156678483111252,10.200488997555013,42.774445927254995,1829.6532243836612,4425.000209775124,true,false,true,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"power network problem"
2418,"AG-Monien","grid2",3296,3296,true,1,2,0.0011841361108492789,3.9029126213592233,0.30220838102950903,0.09132990556447693,3.98049682264051,true,false,false,false,"pattern","symmetric",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
2465,"DIMACS10","delaunay_n10",1024,1024,true,1,1,0.005828857421875,5.96875,1.327577998879352,1.7624633431085044,6.145389785314297,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"undirected graph"
2559,"CPM","cz148",148,148,false,2,2,0.06971329437545655,10.317567567567568,7.421275870065819,55.07533553962118,191.9841179421046,true,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
2606,"DIMACS10","ms2010",171778,171778,true,1,24059,2.8466486130018752e-5,4.889916054442361,2.8854193716126875,8.325644950077756,3.449599730599089e6,true,false,false,false,"integer","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undirected weighted graph"
22,"HB","bcspwr10",5300,5300,true,1,1,0.0007775720897116412,4.1211320754716985,1.4423718440886133,2.080436536619587,6.74650672087185,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"power network problem"
70,"HB","bcsstm20",485,485,true,485,485,0.002061855670103093,1.0,0.0,0.0,2.4397185401899982e7,false,true,true,true,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
118,"HB","dwt_234",234,234,true,7,7,0.015231207538899847,3.5641025641025643,1.4729877691197026,2.1696929679762382,5.0065189328698265,false,false,true,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
214,"HB","nnc1374",1374,1374,false,1,57,0.004549027584438809,6.250363901018923,2.546561999542911,6.48497801751599,779.8034455159477,false,false,false,false,"real","general",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
262,"HB","west0067",67,67,false,1,2,0.06549342838048562,4.388059701492537,1.1409090458608793,1.301673450927182,1.4986312620132456,true,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"chemical process simulation problem"
310,"Bai","dw256A",512,512,false,1,1,0.00946044921875,4.84375,0.6672371987921948,0.4452054794520548,2.299704525290671,true,false,false,false,"real","general",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"electromagnetics problem"
358,"Boeing","msc01050",1050,1050,true,1,1,0.023762358276643993,24.95047619047619,18.07898739650637,326.84978528303617,1.9553498795975942e7,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
445,"Garon","garon2",13535,13535,false,1,1,0.002037350933404878,27.575544883635022,9.73610154116,94.79167321977812,44.86826042518531,false,false,false,false,"real","general",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
539,"Hamm","add20",2395,2395,false,1,1,0.0022927026991688493,5.491022964509394,6.831745551633383,46.67274728226251,0.7221442060330422,false,false,false,false,"real","general",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
586,"Hollinger","mark3jac080",36609,36609,false,1281,1281,0.00016015518289060724,5.863121090442241,3.846873374893167,14.798434762461946,7470.376449170943,true,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"economic problem"
868,"Pothen","bodyy4",17546,17546,true,1,1,0.000394819608139119,6.927504844408982,0.5794911419427348,0.33580998359009473,1239.6413685136513,false,true,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1009,"Sandia","adder_dcop_26",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1799162180577496,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1056,"Sandia","fpga_dcop_02",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336214,16.115289339555478,2.8812232812639547,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1103,"Sandia","fpga_dcop_49",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336214,16.115289339555478,2.871651522770784,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1150,"Sandia","oscil_dcop_39",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009463,2.102477367593651,2.001004291115345e6,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1197,"Rajat","rajat13",7598,7598,false,109,134,0.0008446619519510302,6.4177415109239275,69.15249005019663,4782.066880142544,399999.0000000003,true,false,true,false,"real","general",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
1244,"GHS_indef","olesnik0",88263,88263,true,1,3,9.553040815143145e-5,8.431800414669794,2.835231123912714,8.038535526003352,746.5948293632101,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
1291,"GHS_indef","a0nsdsil",80016,80016,true,1,1,5.545187953011278e-5,4.437037592481504,49.98528544281567,2498.5287607997607,40.89605370733586,false,false,false,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1338,"VanVelzen","Zd_Jac2",22835,22835,false,1,9833,0.003149769370608322,71.92498357784103,164.40682104791148,27029.60280707999,63873.16156782867,false,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"chemical process simulation problem"
1385,"Andrianov","mip1",66463,66463,true,1,1,0.0023436823002087755,155.76815671877586,350.74695620871876,123023.42728968087,712.002443804025,false,false,false,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1479,"Pajek","GD01_b",18,18,false,1,5,0.11419753086419752,2.0555555555555554,0.23570226039551587,0.055555555555555566,2.094909965123049,false,false,false,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"directed graph"
1526,"Pajek","Tina_AskCog",11,11,false,1,3,0.2975206611570248,3.272727272727273,1.4206272622267313,2.018181818181818,2.7834454954678085,false,false,false,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"directed graph"
1573,"Schenk_IBMNA","c-54",31793,31793,true,20,20,0.00038186482685568173,12.14062844022269,36.92757547849299,1363.6458307197968,2.8196905597624243e6,false,false,true,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1620,"Bai","mhd1280a",1280,1280,false,15,15,0.029239501953125004,37.4265625,14.190513654396232,201.3706777756059,245.9385124503672,true,false,true,false,"complex","general",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"electromagnetics problem"
1855,"Watson","Baumann",112211,112211,false,2,2,5.943234563365045e-5,6.66896293589755,0.6728287203412555,0.4526984869160514,13444.456416055104,false,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
2231,"TSOPF","TSOPF_FS_b9_c6",14454,14454,true,2,2,0.0007082774956672499,10.237442922374429,105.25702796320085,11079.041935646048,4425.000209785238,true,false,true,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"power network problem"
2278,"Grund","poli3",16955,16955,false,16794,16794,0.00013166150688923557,2.2323208493069893,6.282982516582343,39.47586930367939,1.524404424085076,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"economic problem"
2419,"AG-Monien","grid2_dual",3136,3136,true,1,1,0.0012429716784673054,3.8979591836734695,0.30693574221430625,0.09420954984864707,3.9736651776800707,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
2466,"DIMACS10","delaunay_n11",2048,2048,true,1,1,0.002921581268310547,5.9833984375,1.3935849162661924,1.9420789188446508,6.24887592193645,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"undirected graph"
2560,"CPM","cz308",308,308,false,2,2,0.03354275594535335,10.331168831168831,7.307178385558542,53.39485595837394,776.5549834209017,true,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
2607,"DIMACS10","mt2010",132288,132288,true,1,24586,3.649507457772272e-5,4.827860425737784,3.588917477636001,12.880328661281156,2.195818363535385e7,true,false,false,false,"integer","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undirected weighted graph"
23,"HB","bcsstk01",48,48,true,1,1,0.17361111111111113,8.333333333333334,1.6416563163442308,2.695035460992909,3.514365864904677e9,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
71,"HB","bcsstm21",3600,3600,true,3600,3600,0.0002777777777777778,1.0,0.0,0.0,0.00029321122001219995,false,true,true,true,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
119,"HB","dwt_245",245,245,true,1,1,0.024339858392336527,5.963265306122449,2.6009687569069633,6.765038474406154,7.658750879218149,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
215,"HB","nnc261",261,261,false,1,29,0.022019641520236048,5.747126436781609,2.5201574621345113,6.351193633952262,736.3670367553877,false,false,false,false,"real","general",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
263,"HB","west0132",132,132,false,2,56,0.02370293847566575,3.128787878787879,1.8426884732973567,3.395500809622943,61.34276788054457,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"chemical process simulation problem"
311,"Bai","dw256B",512,512,false,1,1,0.0095367431640625,4.8828125,0.7308798948826271,0.53418542074364,0.9779094818050293,false,true,false,false,"real","general",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"electromagnetics problem"
359,"Boeing","msc01440",1440,1440,true,1,1,0.02170042438271605,31.24861111111111,7.663846028148683,58.73453594317034,1.655567930165963e6,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
446,"Goodwin","goodwin",7320,7320,false,2,2,0.006061169339186001,44.36775956284153,26.56381024353576,705.6360146545753,320.6589252230834,false,false,true,false,"real","general",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
540,"Hamm","add32",4960,4960,false,1,1,0.000806776795005203,4.001612903225807,1.9310554146563323,3.7289750144735394,NaN,false,false,false,false,"real","general",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
587,"Hollinger","mark3jac080sc",36609,36609,false,1281,1281,0.00016015518289060724,5.863121090442241,3.846873374893167,14.798434762461946,1.048576e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"economic problem"
869,"Pothen","bodyy5",18589,18589,true,1,1,0.0003728914963592298,6.931680025821723,0.5460913026443854,0.2982157108238418,12005.151691794177,false,true,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1010,"Sandia","adder_dcop_27",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.179874187509598,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1057,"Sandia","fpga_dcop_03",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336214,16.115289339555478,12.283960714818186,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1104,"Sandia","fpga_dcop_50",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336214,16.115289339555478,2.8716515227707804,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1151,"Sandia","oscil_dcop_40",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009463,2.102477367593651,2.0010042911153454e6,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1198,"Rajat","rajat14",180,180,false,1,19,0.04552469135802469,8.194444444444445,15.376502868720095,236.43684047175734,86246.22256132845,false,false,false,false,"real","general",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
1245,"GHS_indef","sit100",10262,10262,true,1,1,0.000579686507025957,5.948742935100371,1.6034948304761278,2.571195671363666,3.640342553025695,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
1292,"GHS_indef","a2nnsnsl",80016,80016,true,1,1,5.423174263367682e-5,4.339407118576284,47.730930322464374,2278.2417094479492,40.89601503374591,false,false,false,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1339,"VanVelzen","Zd_Jac3_db",22835,22835,false,9833,9833,0.001369113990663018,31.263717976790016,58.957862177864286,3476.02951258404,5.3501780253718305e8,true,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"chemical process simulation problem"
1386,"Andrianov","net100",29920,29920,true,2,2,0.0022712080700048615,67.95454545454545,57.821104530056914,3343.2801290757684,80.28369912440945,false,false,true,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1527,"Pajek","Tina_DisCal",11,11,false,3,2,0.33884297520661155,3.727272727272727,1.4206272622267313,2.018181818181818,3.286373826714069,false,false,true,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"directed graph"
